attenuation_db_km,core_diameter_um,tensile_strength_mpa,temperature_c,draw_speed_m_min,throughput_m,defect_flag,lag1_attenuation_db_km,lag1_core_diameter_um,lag1_tensile_strength_mpa,lag1_temperature_c,lag1_draw_speed_m_min,lag1_throughput_m,roll10_mean_attenuation_db_km,roll10_std_attenuation_db_km,roll10_mean_temperature_c,roll10_std_temperature_c,roll10_mean_draw_speed_m_min,roll10_std_draw_speed_m_min,attenuation_trend_up,line_LINE-A,line_LINE-B,line_LINE-C,product_DSF-1550,product_OM3-50,product_OM4-50,product_SMF-28,shift_day,grade_A,grade_B,grade_C
0.3284,9.185,840.8,22.1,1199.6,1732.0,0,0.3455,9.489,832.1,23.5,935.0,380.0,0.2812,0.054,21.825,1.8373,1043.31,122.1983,1,True,False,False,False,False,False,True,True,False,False,True
0.2105,8.635,719.7,19.36,846.5,2617.0,0,0.3284,9.185,840.8,22.1,1199.6,1732.0,0.2798,0.0558,21.857,1.7855,1028.8,136.7669,0,True,False,False,False,True,False,False,True,True,False,False
0.3073,8.721,734.6,19.38,868.0,898.0,0,0.2105,8.635,719.7,19.36,846.5,2617.0,0.2799,0.0559,21.556,1.9332,1010.26,145.3581,0,True,False,False,True,False,False,False,True,False,False,True
0.3334,8.915,881.1,20.14,1021.8,3547.0,1,0.3073,8.721,734.6,19.38,868.0,898.0,0.2861,0.0582,21.557,1.9324,1020.84,141.5351,1,True,False,False,False,False,True,False,True,False,False,True
0.3006,8.918,748.4,22.98,1045.5,2747.0,0,0.3334,8.915,881.1,20.14,1021.8,3547.0,0.285,0.0578,21.414,1.7413,1005.98,128.5261,0,True,False,False,False,False,False,True,True,False,False,True
0.303,8.739,759.3,19.66,1047.2,3887.0,0,0.3006,8.918,748.4,22.98,1045.5,2747.0,0.2928,0.0538,21.148,1.79,1024.95,117.7213,0,True,False,False,True,False,False,False,True,False,False,True
0.3069,9.338,742.0,22.39,1086.8,4226.0,0,0.303,8.739,759.3,19.66,1047.2,3887.0,0.2952,0.0539,21.416,1.751,1022.54,116.0003,1,True,False,False,False,True,False,False,True,False,False,True
0.2947,8.483,811.3,21.71,1105.6,3718.0,0,0.3069,9.338,742.0,22.39,1086.8,4226.0,0.2915,0.0523,21.202,1.5383,1016.13,108.493,0,True,False,False,False,True,False,False,True,False,False,True
0.2783,8.161,813.7,21.1,1112.9,2361.0,1,0.2947,8.483,811.3,21.71,1105.6,3718.0,0.3009,0.0374,21.232,1.5325,1026.89,112.5591,0,True,False,False,False,True,False,False,True,False,True,False
0.2843,8.486,880.2,24.56,1142.0,1195.0,1,0.2783,8.161,813.7,21.1,1112.9,2361.0,0.2947,0.0342,21.338,1.7307,1047.59,112.8163,0,True,False,False,False,True,False,False,True,False,False,True
0.2297,8.888,898.6,24.16,983.0,2121.0,0,0.2843,8.486,880.2,24.56,1142.0,1195.0,0.2849,0.0375,21.544,1.9412,1025.93,100.5103,0,True,False,False,False,False,True,False,True,False,True,False
0.2576,8.865,791.9,20.48,834.5,227.0,0,0.2297,8.888,898.6,24.16,983.0,2121.0,0.2896,0.0291,21.656,1.8304,1024.73,102.933,0,True,False,False,False,False,False,True,True,False,True,False
0.2865,8.444,864.9,24.1,954.4,1336.0,0,0.2576,8.865,791.9,20.48,834.5,227.0,0.2875,0.0284,22.128,1.7863,1033.37,91.2825,0,True,False,False,False,True,False,False,True,False,False,True
0.1822,8.205,725.1,22.29,975.3,2556.0,0,0.2865,8.444,864.9,24.1,954.4,1336.0,0.2724,0.0394,22.343,1.6442,1028.72,93.1035,0,True,False,False,False,False,False,True,True,True,False,False
0.2076,9.279,881.9,19.88,917.5,2022.0,0,0.1822,8.205,725.1,22.29,975.3,2556.0,0.2631,0.0428,22.033,1.796,1015.92,99.1432,0,True,False,False,True,False,False,False,True,True,False,False
0.1981,9.258,731.9,22.76,890.5,429.0,0,0.2076,9.279,881.9,19.88,917.5,2022.0,0.2526,0.0448,22.343,1.5974,1000.25,105.8094,0,True,False,False,True,False,False,False,True,True,False,False
0.2598,8.501,894.9,22.1,827.6,3695.0,0,0.1981,9.258,731.9,22.76,890.5,429.0,0.2479,0.0407,22.314,1.5991,974.33,113.7049,1,True,False,False,True,False,False,False,True,False,True,False
0.263,9.43,757.0,23.71,847.3,2793.0,0,0.2598,8.501,894.9,22.1,827.6,3695.0,0.2447,0.0378,22.514,1.6397,948.5,109.8444,0,True,False,False,False,True,False,False,True,False,True,False
0.0,9.326,757.0,20.07,1111.6,2767.0,0,0.263,9.43,757.0,23.71,847.3,2793.0,0.241,0.0381,22.411,1.7659,948.37,109.6288,0,True,False,False,True,False,False,False,True,False,False,True
0.307,8.882,701.3,18.63,806.3,3052.0,0,0.0,9.326,757.0,20.07,1111.6,2767.0,0.2435,0.0419,21.818,1.9501,914.8,94.0379,1,True,False,False,False,False,False,True,True,False,False,True
0.3023,8.417,855.0,18.75,921.3,2175.0,0,0.307,8.882,701.3,18.63,806.3,3052.0,0.2516,0.0457,21.277,1.9784,908.63,91.0424,1,True,False,False,False,False,False,True,True,False,False,True
0.215,9.419,897.4,22.79,1037.7,1053.0,0,0.3023,8.417,855.0,18.75,921.3,2175.0,0.2468,0.0472,21.508,2.0096,928.95,95.2384,0,True,False,False,False,False,False,True,True,True,False,False
0.1913,9.023,853.3,23.27,976.6,4171.0,0,0.215,9.419,897.4,22.79,1037.7,1053.0,0.2363,0.0478,21.425,1.9051,931.17,96.1519,0,True,False,False,False,True,False,False,True,True,False,False
0.1854,8.969,720.3,22.6,1151.6,2216.0,0,0.1913,9.023,853.3,23.27,976.6,4171.0,0.2366,0.0474,21.456,1.9232,948.8,118.6688,0,True,False,False,False,True,False,False,True,True,False,False
0.2904,8.388,874.4,19.23,1062.3,3796.0,0,0.1854,8.969,720.3,22.6,1151.6,2216.0,0.2458,0.0491,21.391,1.9921,963.28,123.1739,0,True,False,False,True,False,False,False,True,False,False,True
0.2739,9.34,734.3,21.93,890.1,4731.0,0,0.2904,8.388,874.4,19.23,1062.3,3796.0,0.2542,0.0463,21.308,1.9455,963.24,123.2003,0,True,False,False,False,True,False,False,True,False,True,False
0.2166,8.189,803.2,18.79,940.4,4943.0,0,0.2739,9.34,734.3,21.93,890.1,4731.0,0.2494,0.0478,20.977,2.0732,974.52,114.2394,1,True,False,False,False,False,True,False,True,True,False,False
0.2981,9.021,739.1,22.88,1009.6,3911.0,0,0.2166,8.189,803.2,18.79,940.4,4943.0,0.2533,0.0504,20.894,1.9654,990.75,105.3393,1,True,False,False,True,False,False,False,True,False,False,True
0.3309,9.27,727.2,22.88,1157.5,208.0,0,0.2981,9.021,739.1,22.88,1009.6,3911.0,0.2611,0.0535,21.175,2.0342,995.34,111.9809,1,True,False,False,True,False,False,False,True,False,False,True
0.309,8.648,876.3,24.81,890.0,4922.0,0,0.3309,9.27,727.2,22.88,1157.5,208.0,0.2613,0.0537,21.793,2.1123,1003.71,98.6111,1,True,False,False,True,False,False,False,True,False,False,True
0.2458,8.351,839.2,19.04,1004.8,3839.0,0,0.309,8.648,876.3,24.81,890.0,4922.0,0.2556,0.0519,21.822,2.0674,1012.06,94.2985,0,True,False,False,False,True,False,False,True,False,True,False
0.2342,9.061,778.5,23.87,940.7,3504.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2342,0.0,23.87,0.0,940.7,0.0,0,False,True,False,False,True,False,False,True,False,True,False
0.2861,8.29,866.8,19.62,1088.5,4436.0,0,0.2342,9.061,778.5,23.87,940.7,3504.0,0.2602,0.0367,21.745,3.0052,1014.6,104.5104,0,False,True,False,False,False,False,True,True,False,False,True
0.3361,9.171,765.9,23.65,857.3,2435.0,0,0.2861,8.29,866.8,19.62,1088.5,4436.0,0.2855,0.051,22.38,2.3928,962.1667,117.0853,0,False,True,False,False,False,False,True,True,False,False,True
0.3162,8.622,822.6,20.61,1010.8,1192.0,0,0.3361,9.171,765.9,23.65,857.3,2435.0,0.2932,0.0444,21.9375,2.1448,974.325,98.6439,0,False,True,False,False,False,False,True,True,False,False,True
0.1946,9.226,893.9,23.23,895.4,1981.0,0,0.3162,8.622,822.6,20.61,1010.8,1192.0,0.2734,0.0585,22.196,1.9453,958.54,92.4326,0,False,True,False,True,False,False,False,True,True,False,False
0.3353,8.554,870.1,23.83,977.0,2833.0,0,0.1946,9.226,893.9,23.23,895.4,1981.0,0.2838,0.0581,22.4683,1.8634,961.6167,83.017,1,False,True,False,True,False,False,False,True,False,False,True
0.1892,9.056,783.6,19.53,820.6,608.0,0,0.3353,8.554,870.1,23.83,977.0,2833.0,0.2702,0.0639,22.0486,2.0315,941.4714,92.6499,0,False,True,False,False,False,True,False,True,True,False,False
0.2511,9.208,841.2,18.71,1053.3,3268.0,0,0.1892,9.056,783.6,19.53,820.6,608.0,0.2678,0.0596,21.6312,2.2205,955.45,94.4506,0,False,True,False,False,False,False,True,True,False,True,False
0.2953,8.283,884.9,19.16,830.9,1373.0,0,0.2511,9.208,841.2,18.71,1053.3,3268.0,0.2709,0.0565,21.3567,2.2345,941.6111,97.6189,0,False,True,False,False,False,True,False,True,False,False,True
0.3417,8.164,809.9,23.39,909.4,484.0,0,0.2953,8.283,884.9,19.16,830.9,1373.0,0.278,0.0578,21.56,2.2026,938.39,92.5979,1,False,True,False,False,False,False,True,True,False,False,True
0.1917,8.949,851.1,18.03,827.1,2295.0,0,0.3417,8.164,809.9,23.39,909.4,484.0,0.2737,0.0627,20.976,2.2944,927.03,99.028,0,False,True,False,True,False,False,False,True,True,False,False
0.1815,8.773,775.1,18.51,994.4,3519.0,1,0.1917,8.949,851.1,18.03,827.1,2295.0,0.2633,0.0688,20.865,2.3921,917.62,85.5308,0,False,True,False,False,True,False,False,True,True,False,False
0.2587,9.414,761.9,19.99,926.7,2603.0,0,0.1815,8.773,775.1,18.51,994.4,3519.0,0.2555,0.0639,20.499,2.1901,924.56,82.8667,1,False,True,False,False,True,False,False,True,False,True,False
0.2356,8.458,858.1,21.5,1193.7,1361.0,0,0.2587,9.414,761.9,19.99,926.7,2603.0,0.2475,0.0604,20.588,2.213,942.85,117.1209,0,False,True,False,False,False,False,True,True,False,True,False
0.3001,8.981,709.0,21.03,1171.9,1059.0,0,0.2356,8.458,858.1,21.5,1193.7,1361.0,0.258,0.0593,20.368,2.0224,970.5,135.8197,0,False,True,False,True,False,False,False,True,False,False,True
0.3126,8.397,750.3,21.57,989.6,712.0,0,0.3001,8.981,709.0,21.03,1171.9,1059.0,0.2558,0.0564,20.142,1.6917,971.76,135.9451,1,False,True,False,False,True,False,False,True,False,False,True
0.3458,9.345,805.4,24.36,938.6,2082.0,0,0.3126,8.397,750.3,21.57,989.6,712.0,0.2714,0.0576,20.625,2.1303,983.56,126.1337,1,False,True,False,True,False,False,False,True,False,False,True
0.3372,8.525,731.9,18.26,988.7,2026.0,0,0.3458,9.345,805.4,24.36,938.6,2082.0,0.28,0.0606,20.58,2.1794,977.1,123.7977,1,False,True,False,False,True,False,False,True,False,False,True
0.2839,8.57,879.6,18.59,821.3,4343.0,0,0.3372,8.525,731.9,18.26,988.7,2026.0,0.2789,0.0604,20.523,2.2276,976.14,125.0879,1,False,True,False,False,False,False,True,True,False,False,True
0.2936,8.933,719.6,24.84,975.1,403.0,0,0.2839,8.57,879.6,18.59,821.3,4343.0,0.2741,0.0566,20.668,2.469,982.71,122.8992,0,False,True,False,True,False,False,False,True,False,False,True
0.2672,8.846,823.9,24.59,974.0,1583.0,0,0.2936,8.933,719.6,24.84,975.1,403.0,0.2816,0.0489,21.324,2.5601,997.4,110.3738,0,False,True,False,True,False,False,False,True,False,True,False
0.3183,8.667,878.1,22.6,1171.1,2706.0,0,0.2672,8.846,823.9,24.59,974.0,1583.0,0.2953,0.0349,21.733,2.381,1015.07,123.235,0,False,True,False,True,False,False,False,True,False,False,True
0.263,9.375,855.5,21.52,941.3,348.0,0,0.3183,8.667,878.1,22.6,1171.1,2706.0,0.2957,0.0345,21.886,2.3045,1016.53,122.1535,0,False,True,False,False,True,False,False,True,False,True,False
0.1915,8.577,870.0,18.67,1183.8,787.0,0,0.263,9.375,855.5,21.52,941.3,348.0,0.2913,0.0444,21.603,2.5208,1015.54,120.5882,0,False,True,False,False,False,False,True,True,True,False,False
0.2658,8.166,813.3,20.71,1103.3,2409.0,0,0.1915,8.577,870.0,18.67,1183.8,787.0,0.2879,0.045,21.571,2.5309,1008.68,112.3765,0,False,True,False,False,True,False,False,True,False,True,False
0.211,9.328,803.4,23.18,1005.2,4330.0,0,0.2658,8.166,813.3,20.71,1103.3,2409.0,0.2777,0.05,21.732,2.5815,1010.24,112.1903,0,False,True,False,False,True,False,False,True,True,False,False
0.2795,9.131,789.5,18.78,909.4,3491.0,0,0.211,9.328,803.4,23.18,1005.2,4330.0,0.2711,0.044,21.174,2.5532,1007.32,114.6159,0,False,True,False,False,False,False,True,True,False,True,False
0.202,8.014,877.7,24.82,923.1,2171.0,1,0.2795,9.131,789.5,18.78,909.4,3491.0,0.2576,0.0421,21.83,2.5641,1000.76,117.6375,0,False,True,False,False,False,False,True,True,True,False,False
0.2648,8.143,717.8,19.28,919.0,3559.0,0,0.202,8.014,877.7,24.82,923.1,2171.0,0.2557,0.0412,21.899,2.4749,1010.53,104.3879,1,False,True,False,True,False,False,False,True,False,True,False
0.1984,8.748,810.4,22.89,850.0,1155.0,0,0.2648,8.143,717.8,19.28,919.0,3559.0,0.2462,0.0425,21.704,2.2871,998.02,115.9603,0,False,True,False,True,False,False,False,True,True,False,False
0.2803,9.237,885.8,22.09,1051.9,3883.0,0,0.1984,8.748,810.4,22.89,850.0,1155.0,0.2475,0.0434,21.454,2.0622,1005.81,116.781,1,False,True,False,False,False,True,False,True,False,False,True
0.2825,8.876,855.8,22.23,904.0,1866.0,1,0.2803,9.237,885.8,22.09,1051.9,3883.0,0.2439,0.038,21.417,2.0426,979.1,104.6956,1,False,True,False,False,True,False,False,True,False,False,True
0.2878,8.286,775.8,22.59,1198.9,3796.0,0,0.2825,8.876,855.8,22.23,904.0,1866.0,0.2464,0.0402,21.524,2.0763,1004.86,124.2301,1,False,True,False,False,False,True,False,True,False,False,True
0.3263,8.16,723.4,23.63,818.9,1614.0,0,0.2878,8.286,775.8,22.59,1198.9,3796.0,0.2598,0.0423,22.02,1.9041,968.37,119.3242,1,False,True,False,False,True,False,False,True,False,False,True
0.2943,8.005,847.9,18.3,858.2,2112.0,0,0.3263,8.16,723.4,23.63,818.9,1614.0,0.2627,0.0437,21.779,2.2154,943.86,113.5627,1,False,True,False,True,False,False,False,True,False,False,True
0.1995,8.469,769.0,19.01,946.9,2466.0,0,0.2943,8.005,847.9,18.3,858.2,2112.0,0.2615,0.0453,21.362,2.3127,938.03,111.5422,0,False,True,False,True,False,False,False,True,True,False,False
0.2087,8.881,823.4,18.83,984.5,4435.0,0,0.1995,8.469,769.0,19.01,946.9,2466.0,0.2545,0.0476,21.367,2.3065,945.54,111.928,0,False,True,False,False,False,False,True,True,True,False,False
0.2985,8.528,781.5,20.92,988.8,2702.0,0,0.2087,8.881,823.4,18.83,984.5,4435.0,0.2641,0.0456,20.977,1.9618,952.11,112.3917,1,False,True,False,True,False,False,False,True,False,False,True
0.3054,8.396,718.0,22.83,1028.7,1574.0,0,0.2985,8.528,781.5,20.92,988.8,2702.0,0.2682,0.0474,21.332,1.9417,963.08,114.1409,0,False,True,False,False,False,False,True,True,False,False,True
0.2253,9.182,851.2,20.45,824.9,2185.0,0,0.3054,8.396,718.0,22.83,1028.7,1574.0,0.2709,0.0436,21.088,1.8763,960.57,117.1405,0,False,True,False,False,False,False,True,True,False,True,False
0.2997,8.323,876.7,19.92,808.8,3690.0,0,0.2253,9.182,851.2,20.45,824.9,2185.0,0.2728,0.0445,20.871,1.873,936.26,121.2345,1,False,True,False,False,False,False,True,True,False,False,True
0.3187,8.781,701.5,21.93,1155.1,1601.0,0,0.2997,8.323,876.7,19.92,808.8,3690.0,0.2764,0.0468,20.841,1.8511,961.37,138.5742,1,False,True,False,False,False,False,True,True,False,False,True
0.2142,8.679,801.2,22.34,919.3,245.0,0,0.3187,8.781,701.5,21.93,1155.1,1601.0,0.2691,0.0505,20.816,1.8264,933.41,110.7335,0,False,True,False,False,True,False,False,True,True,False,False
0.2156,8.354,743.9,20.51,840.9,2613.0,0,0.2142,8.679,801.2,22.34,919.3,245.0,0.258,0.0486,20.504,1.5356,935.61,108.3996,0,False,True,False,False,False,False,True,True,True,False,False
0.2112,8.09,764.1,19.75,1093.7,2245.0,0,0.2156,8.354,743.9,20.51,840.9,2613.0,0.2497,0.0488,20.649,1.3632,959.16,115.0886,0,False,True,False,True,False,False,False,True,True,False,False
0.2826,9.317,799.9,18.96,1020.8,1814.0,0,0.2112,8.09,764.1,19.75,1093.7,2245.0,0.258,0.0463,20.644,1.3699,966.55,116.5768,0,False,True,False,True,False,False,False,True,False,False,True
0.1944,8.622,862.6,24.65,1045.1,2312.0,0,0.2826,9.317,799.9,18.96,1020.8,1814.0,0.2566,0.0482,21.226,1.7082,972.61,119.1601,0,False,True,False,False,True,False,False,True,True,False,False
0.2223,8.304,872.4,24.53,875.2,3112.0,0,0.1944,8.622,862.6,24.65,1045.1,2312.0,0.2489,0.0468,21.587,1.9939,961.25,122.8044,1,False,True,False,True,False,False,False,True,False,True,False
0.2282,8.977,885.9,20.63,1175.4,942.0,0,0.2223,8.304,872.4,24.53,875.2,3112.0,0.2412,0.0427,21.367,1.9626,975.92,139.3982,1,False,True,False,False,False,False,True,True,False,True,False
0.2539,8.787,722.6,24.59,1199.5,4978.0,0,0.2282,8.977,885.9,20.63,1175.4,942.0,0.2441,0.0425,21.781,2.1731,1013.38,144.5435,1,False,True,False,False,False,True,False,True,False,True,False
0.2677,8.05,708.4,22.25,854.5,3827.0,0,0.2539,8.787,722.6,24.59,1199.5,4978.0,0.2409,0.0388,22.014,2.074,1017.95,137.9276,0,False,True,False,False,False,False,True,True,False,True,False
0.3068,8.057,860.5,23.22,834.1,1817.0,0,0.2677,8.05,708.4,22.25,854.5,3827.0,0.2397,0.0363,22.143,2.108,985.85,139.8026,1,False,True,False,True,False,False,False,True,False,False,True
0.2367,9.289,809.1,22.18,1186.3,1856.0,0,0.3068,8.057,860.5,23.22,834.1,1817.0,0.2419,0.0352,22.127,2.107,1012.55,150.7483,1,False,True,False,False,False,False,True,True,False,True,False
0.2137,8.491,709.6,21.04,1156.9,3375.0,0,0.2367,9.289,809.1,22.18,1186.3,1856.0,0.2418,0.0354,22.18,2.0681,1044.15,143.7254,0,False,True,False,False,True,False,False,True,True,False,False
0.3466,8.766,765.5,24.55,1023.4,2546.0,0,0.2137,8.491,709.6,21.04,1156.9,3375.0,0.2553,0.0465,22.66,1.9973,1037.12,142.7484,1,False,True,False,True,False,False,False,True,False,False,True
0.1817,9.499,873.6,20.01,1148.5,4496.0,0,0.3466,8.766,765.5,24.55,1023.4,2546.0,0.2452,0.0507,22.765,1.7989,1049.89,146.7812,0,False,True,False,True,False,False,False,True,True,False,False
0.3214,9.361,744.1,21.27,1031.7,4070.0,0,0.1817,9.499,873.6,20.01,1148.5,4496.0,0.2579,0.0525,22.427,1.7212,1048.55,146.8909,1,False,True,False,False,False,False,True,True,False,False,True
0.2821,9.449,857.9,21.7,1058.5,4653.0,0,0.3214,9.361,744.1,21.27,1031.7,4070.0,0.2639,0.0513,22.144,1.5623,1066.88,133.7001,1,False,True,False,False,True,False,False,True,False,False,True
0.2874,8.695,856.4,20.66,967.5,1334.0,0,0.2821,9.449,857.9,21.7,1058.5,4653.0,0.2698,0.0502,22.147,1.5591,1046.09,131.089,1,False,True,False,False,True,False,False,True,False,False,True
0.2489,8.037,882.9,19.36,860.2,757.0,0,0.2874,8.695,856.4,20.66,967.5,1334.0,0.2693,0.0504,21.624,1.5254,1012.16,130.8803,0,False,True,False,False,False,True,False,True,False,True,False
0.2124,8.914,803.6,22.14,1001.3,3128.0,0,0.2489,8.037,882.9,19.36,860.2,757.0,0.2638,0.0535,21.613,1.5208,1026.84,118.9179,1,False,True,False,False,False,True,False,True,True,False,False
0.258,8.299,882.8,19.54,866.7,2619.0,1,0.2124,8.914,803.6,22.14,1001.3,3128.0,0.2589,0.0513,21.245,1.5339,1030.1,113.3642,0,False,True,False,True,False,False,False,True,False,True,False
0.3366,8.471,821.2,21.67,955.9,3223.0,0,0.258,8.299,882.8,19.54,866.7,2619.0,0.2689,0.056,21.194,1.5076,1007.06,100.8088,1,False,True,False,False,False,False,True,True,False,False,True
0.3453,8.168,821.2,23.37,1039.1,2090.0,0,0.3366,8.471,821.2,21.67,955.9,3223.0,0.282,0.0571,21.427,1.6541,995.28,87.3363,1,False,True,False,False,True,False,False,True,False,False,True
0.1868,8.223,701.7,22.29,1078.1,2628.0,0,0.3453,8.168,821.2,23.37,1039.1,2090.0,0.2661,0.0593,21.201,1.2955,1000.75,90.9321,0,False,True,False,False,False,True,False,True,True,False,False
0.2406,8.631,755.4,24.74,974.9,1702.0,0,0.1868,8.223,701.7,22.29,1078.1,2628.0,0.272,0.0525,21.674,1.6321,983.39,74.716,1,False,True,False,False,False,False,True,True,False,True,False
0.3231,9.484,867.6,23.98,1103.4,4572.0,0,0.2406,8.631,755.4,24.74,974.9,1702.0,0.2721,0.0527,21.945,1.7762,990.56,82.8632,1,False,True,False,False,False,True,False,True,False,False,True
0.3331,9.278,767.0,22.62,993.8,4748.0,0,0.3231,9.484,867.6,23.98,1103.4,4572.0,0.2772,0.0562,22.037,1.7859,984.09,79.4235,0,False,True,False,True,False,False,False,True,False,False,True
0.283,9.403,805.3,20.36,1034.5,2252.0,0,0.3331,9.278,767.0,22.62,993.8,4748.0,0.2768,0.0561,22.007,1.8139,990.79,80.6845,0,False,True,False,False,False,True,False,True,False,False,True
0.1971,8.354,709.5,22.36,968.8,1973.0,0,0.283,9.403,805.3,20.36,1034.5,2252.0,0.2716,0.0611,22.307,1.5574,1001.65,67.3633,1,False,True,False,False,False,True,False,True,True,False,False
0.3219,9.454,795.9,23.91,972.7,4008.0,0,0.1971,8.354,709.5,22.36,968.8,1973.0,0.2825,0.0591,22.484,1.635,998.79,67.984,1,False,True,False,False,False,False,True,True,False,False,True
0.1958,8.4,844.9,19.62,1012.0,1841.0,0,0.3219,9.454,795.9,23.91,972.7,4008.0,0.2763,0.065,22.492,1.6191,1013.32,49.679,0,False,True,False,False,False,False,True,True,True,False,False
0.2601,8.589,779.5,19.15,803.5,2851.0,0,0.1958,8.4,844.9,19.62,1012.0,1841.0,0.2687,0.0615,22.24,1.9279,998.08,82.0683,0,False,True,False,False,False,True,False,True,False,True,False
0.2641,8.818,820.5,22.05,955.8,460.0,0,0.2601,8.589,779.5,19.15,803.5,2851.0,0.2606,0.0553,22.108,1.8867,989.75,81.6686,0,False,True,False,False,False,False,True,True,False,True,False
0.292,8.869,875.7,24.29,813.3,1546.0,0,0.2641,8.818,820.5,22.05,955.8,460.0,0.2711,0.0494,22.308,2.0101,963.27,92.1019,1,False,True,False,False,False,False,True,True,False,False,True
0.2202,8.824,722.5,23.22,977.7,743.0,0,0.292,8.869,875.7,24.29,813.3,1546.0,0.269,0.0512,22.156,1.8574,963.55,92.1454,0,False,True,False,False,False,True,False,True,False,True,False
0.3466,8.204,773.4,22.83,1069.4,4503.0,0,0.2202,8.824,722.5,23.22,977.7,743.0,0.2714,0.0544,22.041,1.7653,960.15,86.8892,1,False,True,False,False,True,False,False,True,False,False,True
0.2638,8.83,895.7,19.06,1128.4,824.0,0,0.3466,8.204,773.4,22.83,1069.4,4503.0,0.2645,0.0499,21.685,1.9813,973.61,101.8232,1,False,True,False,False,True,False,False,True,False,True,False
0.2568,8.108,888.4,24.14,855.5,4355.0,0,0.2638,8.83,895.7,19.06,1128.4,824.0,0.2618,0.0495,22.063,2.0595,955.71,105.5935,0,False,True,False,False,False,False,True,True,False,True,False
0.2011,8.452,833.1,19.11,879.7,3133.0,0,0.2568,8.108,888.4,24.14,855.5,4355.0,0.2622,0.0489,21.738,2.2546,946.8,108.0957,0,False,True,False,False,False,True,False,True,True,False,False
0.2672,8.275,864.7,22.65,956.5,4178.0,0,0.2011,8.452,833.1,19.11,879.7,3133.0,0.2568,0.0443,21.612,2.1526,945.18,107.7854,1,False,True,False,False,True,False,False,True,False,True,False
0.2785,8.43,888.5,23.08,928.3,945.0,0,0.2672,8.275,864.7,22.65,956.5,4178.0,0.265,0.0391,21.958,2.0735,936.81,105.2398,0,False,True,False,False,False,True,False,True,False,True,False
0.2786,8.804,737.1,24.42,818.4,1872.0,0,0.2785,8.43,888.5,23.08,928.3,945.0,0.2669,0.0393,22.485,1.9463,938.3,103.2289,1,False,True,False,False,False,True,False,True,False,True,False
0.2423,8.19,709.6,23.54,1052.2,4612.0,0,0.2786,8.804,737.1,24.42,818.4,1872.0,0.2647,0.04,22.634,1.9662,947.94,109.3636,0,False,True,False,False,True,False,False,True,False,True,False
0.3144,8.198,879.0,21.84,1179.5,914.0,1,0.2423,8.19,709.6,23.54,1052.2,4612.0,0.267,0.0423,22.389,1.888,984.56,120.058,1,False,True,False,True,False,False,False,True,False,False,True
0.18,9.115,810.1,24.72,1138.5,4282.0,0,0.3144,8.198,879.0,21.84,1179.5,914.0,0.2629,0.0487,22.539,2.0166,1000.64,129.439,0,False,True,False,True,False,False,False,True,True,False,False
0.2151,8.869,735.8,22.79,1117.1,2768.0,0,0.18,9.115,810.1,24.72,1138.5,4282.0,0.2498,0.0407,22.535,2.016,1005.41,133.0821,0,False,True,False,False,False,False,True,True,True,False,False
0.3482,9.299,739.2,20.34,1020.4,4341.0,0,0.2151,8.869,735.8,22.79,1117.1,2768.0,0.2582,0.0513,22.663,1.7999,994.61,126.1962,1,False,True,False,False,False,True,False,True,False,False,True
0.3155,8.569,886.2,23.11,815.3,2751.0,0,0.3482,9.299,739.2,20.34,1020.4,4341.0,0.2641,0.0544,22.56,1.7343,990.59,131.6427,1,False,True,False,False,True,False,False,True,False,False,True
0.2723,0.0,758.6,21.29,859.8,3315.0,0,0.3155,8.569,886.2,23.11,815.3,2751.0,0.2712,0.0496,22.778,1.3459,988.6,133.6405,0,False,True,False,False,False,True,False,True,False,True,False
0.2594,8.017,831.4,19.7,949.4,4703.0,0,0.2723,0.0,758.6,21.29,859.8,3315.0,0.2704,0.0498,22.483,1.663,987.89,133.8487,1,False,True,False,False,False,False,True,True,False,True,False
0.3267,8.784,870.4,19.9,1069.6,987.0,0,0.2594,8.017,831.4,19.7,949.4,4703.0,0.2753,0.0529,22.165,1.8317,1002.02,134.3165,1,False,True,False,False,False,False,True,True,False,False,True
0.3145,9.269,888.6,23.5,1038.7,3630.0,1,0.3267,8.784,870.4,19.9,1069.6,987.0,0.2788,0.0543,22.073,1.7259,1024.05,117.9191,0,False,True,False,False,True,False,False,True,False,False,True
0.3382,8.766,833.4,19.51,1146.6,2165.0,0,0.3145,9.269,888.6,23.5,1038.7,3630.0,0.2884,0.0556,21.67,1.8136,1033.49,124.0426,1,False,True,False,False,True,False,False,True,False,False,True
0.197,8.972,708.9,22.29,977.1,2586.0,0,0.3382,8.766,833.4,19.51,1146.6,2165.0,0.2767,0.0616,21.715,1.8238,1013.25,113.6483,0,False,True,False,True,False,False,False,True,True,False,False
0.3122,9.032,819.1,20.69,1037.2,1690.0,0,0.197,8.972,708.9,22.29,977.1,2586.0,0.2899,0.052,21.312,1.5031,1003.12,105.4637,1,False,True,False,True,False,False,False,True,False,False,True
0.3487,8.115,800.6,20.89,1057.8,1640.0,0,0.3122,9.032,819.1,20.69,1037.2,1690.0,0.3033,0.0476,21.122,1.4129,997.19,99.8611,1,False,True,False,True,False,False,False,True,False,False,True
